PortfolioID,InstrumentID,Amount
5,1307,440
5,1380,772
5,1393,590
5,1485,748
5,1544,572
5,1682,437
5,1721,580
5,1777,529
5,1784,764
5,1923,797
5,1961,519
5,1968,412
5,1997,448
5,2081,749
5,2273,478
5,2294,456
5,2355,412
5,2424,568
5,2502,529
5,2683,537
5,2694,722
5,2706,568
5,2762,412
5,2770,500
5,2918,481
5,2997,442
5,3114,488
5,3176,455
5,3408,591
5,3753,403
5,3897,682
5,3948,498
5,4014,532
5,4018,503
5,4022,545
5,4025,726
5,4306,526
5,4308,537
5,4447,789
5,4718,569
5,4963,345
5,4995,665
5,5266,427
5,5299,625
5,5349,763
5,5464,469
5,5669,432
5,5679,757
5,5816,255
5,5995,484
5,6218,401
5,6373,530
5,6377,494
5,6502,554
5,6711,277
5,6942,566
5,8376,435
5,8464,529
5,8622,447
5,8636,619
5,8644,443
5,30707,651
5,30749,673
5,30793,424
5,33166,720
5,33679,585
5,34162,692
5,35836,525
5,40819,615
5,41566,429
5,41569,526
5,48385,688
6,111,511
6,158,30
6,173,43
6,293,707
6,596,410
6,903,583
6,1204,690
6,1250,743
6,1259,733
6,1276,751
6,1285,665
6,1358,184
6,1639,27
6,1687,166
6,1747,113
6,1909,249
6,2001,368
6,2019,401
6,2072,529
6,2174,466
6,2502,592
6,2528,353
6,2529,563
6,2657,116
6,2692,537
6,2723,309
6,2761,667
6,2890,292
6,3114,417
6,3300,407
6,5952,771
6,7090,295
6,7153,724
6,7361,455
6,8368,410
6,8636,532
6,8784,279
6,8874,650
7,1,382
7,10,212
7,21,250
7,31,241
7,34,503
7,40,510
7,104,392
7,110,746
7,112,597
7,141,576
7,151,406
7,198,144
7,207,350
7,260,751
7,272,311
7,316,99
7,318,682
7,329,398
7,333,323
7,345,290
7,355,300
7,356,272
7,357,236
7,364,355
7,367,322
7,377,346
7,380,538
7,480,558
7,500,278
7,534,562
7,539,344
7,541,581
7,551,462
7,588,530
7,589,356
7,590,449
7,592,308
7,594,461
7,595,378
7,610,374
7,671,560
7,708,270
7,720,680
7,724,123
7,745,636
7,780,363
7,786,125
7,924,529
7,1036,387
7,1073,380
7,1079,412
7,1080,463
7,1097,228
7,1125,350
7,1129,224
7,1136,560
7,1148,780
7,1196,768
7,1197,395
7,1198,631
7,1210,724
7,1220,466
7,1223,721
7,1225,630
7,1231,419
7,1240,536
7,1242,608
7,1270,381
7,1275,466
7,1278,305
7,1287,533
7,1288,422
7,1291,379
7,1298,357
7,1302,528
7,1307,327
7,1353,372
7,1371,394
7,1372,238
7,1373,84
7,1374,564
7,1375,235
7,1376,240
7,1394,337
7,1405,640
8,32,710
8,45,306
8,47,688
8,50,625
8,110,509
8,260,450
8,282,103
8,296,562
8,318,606
8,356,460
8,457,773
8,520,415
8,524,70
8,527,681
8,543,640
8,589,522
8,593,755
8,628,481
8,805,553
8,858,679
8,1196,578
8,1197,404
8,1198,552
8,1210,434
8,1219,493
8,1225,529
8,1258,573
8,1259,425
8,1265,214
8,1270,585
8,1291,591
8,1302,504
8,1387,461
8,1393,371
8,1500,599
8,1552,377
8,1617,588
8,1625,770
8,1674,478
8,1704,448
8,1754,380
8,1777,760
8,1876,436
8,1961,733
8,2028,577
8,2100,319
8,2139,371
8,2194,788
8,2302,664
8,2324,594
8,2329,726
8,2353,587
8,2423,566
8,2502,667
8,2571,623
8,2716,507
8,2762,768
8,2770,397
8,2791,743
8,2797,410
8,2804,444
8,2841,216
8,2858,609
8,2918,771
8,2959,507
8,3147,627
8,3578,636
8,3916,489
8,3948,486
8,3996,582
8,4011,690
8,4019,569
8,4034,683
8,4226,719
8,4262,495
8,4448,352
8,4886,499
8,4896,448
8,4963,673
8,4973,519
8,4993,458
8,4995,438
8,5064,701
8,5378,552
8,5445,750
8,5464,567
8,5630,406
8,5650,598
8,5669,220
8,5952,428
8,5989,468
8,6377,459
8,6378,353
8,6870,502
8,6874,781
8,6879,317
8,7143,435
8,7153,496
8,7361,592
8,7438,407
8,8533,282
8,8784,689
8,8873,538
8,8874,312
8,32587,539
8,33166,716
8,33493,738
8,33794,778
8,34162,432
8,40583,596
8,40819,558
8,42007,110
8,43556,479
8,43871,295
8,44004,228
9,1,550
9,17,539
9,26,237
9,36,720
9,47,336
9,318,525
9,497,446
9,515,440
9,527,752
9,534,607
9,593,460
9,608,754
9,733,107
9,1059,651
9,1177,282
9,1357,481
9,1358,500
9,1411,219
9,1541,58
9,1584,500
9,1680,555
9,1682,602
9,1704,416
9,1721,204
9,1784,711
9,2028,593
9,2125,408
9,2140,576
9,2249,521
9,2268,341
9,2273,338
9,2278,558
9,2291,582
9,2294,32
9,2302,547
9,2391,408
9,2396,417
9,2427,119
9,2490,358
9,2501,501
9,2539,68
9,2571,745
9,2628,236
9,2762,532
9,2857,584
10,50,642
10,152,482
10,318,496
10,344,324
10,345,471
10,592,291
10,735,582
10,1036,304
10,1089,339
10,1101,181
10,1127,496
10,1196,466
10,1197,440
10,1198,582
10,1200,562
10,1210,519
10,1220,251
10,1240,504
10,1291,529
10,1358,749
10,1423,548
10,1459,348
10,1499,349
10,1611,635
10,1690,259
10,1704,404
10,1719,611
10,1887,77
10,1923,759
10,2108,367
10,2344,735
10,2406,422
10,2410,128
10,2539,479
10,2571,759
10,2826,687
10,2827,305
10,2840,343
10,2841,517
10,2881,265
10,2890,462
10,2907,164
10,2926,768
10,2995,77
10,3005,351
10,3019,430
11,50,648
11,126,571
11,169,255
11,296,633
11,778,793
11,785,528
11,923,715
11,1027,766
11,1201,743
11,1408,789
11,1918,283
11,2042,411
11,2596,779
11,2762,333
11,3424,324
11,5669,272
11,6598,738
11,26614,653
11,48516,765
11,51084,587
11,58295,798
11,71211,453
11,77455,695
11,79132,483
11,80489,773
11,80906,320
11,81158,531
11,81562,555
11,88129,411
11,91500,746
11,91529,639
11,91548,446
11,96079,448
11,96861,459
11,97938,464
11,104841,767
11,106487,739
12,253,393
12,538,299
12,608,140
12,736,569
12,737,278
12,1032,26
12,1077,313
12,1215,682
12,1220,737
12,1230,53
12,1235,746
12,1387,477
12,1639,9
12,1732,287
12,2259,190
12,2355,9
12,2460,522
12,2668,154
12,2959,536
12,3146,149
12,3176,229
12,3179,72
12,3298,404
12,3408,523
12,3474,559
12,3770,334
12,3773,187
12,3780,61
12,3793,787
12,3794,360
12,3798,599
12,3801,334
12,3809,266
12,3825,632
12,3827,155
12,3829,33
12,3831,580
12,3841,23
12,3861,298
12,3863,726
12,3864,298
12,3865,738
12,3869,44
12,3871,174
12,3873,276
12,3879,787
12,3885,326
12,3886,132
12,6184,473
13,1,660
13,47,390
13,110,532
13,277,430
13,296,533
13,318,603
13,356,652
13,362,719
13,480,310
13,524,503
13,527,540
13,531,572
13,587,398
13,590,580
13,914,582
13,919,467
13,1027,349
13,1259,555
13,1265,368
13,1918,246
13,1961,454
13,2355,464
13,2571,239
13,2572,591
13,2761,404
13,2762,397
13,2804,353
13,2908,329
13,2918,217
13,3114,267
13,3147,466
13,3255,427
13,3396,402
13,3624,275
13,4306,566
13,4310,632
13,4321,289
13,4718,476
13,4878,684
13,4886,512
13,4993,727
13,5989,486
13,6377,779
13,7361,485
13,7502,748
13,54286,442
13,58559,763
13,64614,615
13,69757,481
13,78499,563
13,81834,728
13,88125,701
13,93363,293
14,1196,430
14,1721,202
14,2038,232
14,2355,3
14,2394,344
14,2628,298
14,2683,62
14,2716,351
14,2720,149
14,2724,370
14,2861,85
14,3114,598
14,3157,158
14,3175,654
14,3354,301
14,3623,263
14,3751,547
14,3986,260
14,3988,519
15,1,165
15,2,104
15,5,680
15,6,592
15,10,312
15,11,253
15,14,324
15,16,554
15,17,233
15,21,610
15,22,262
15,25,321
15,32,548
15,34,385
15,39,372
15,44,388
15,47,630
15,50,719
15,52,205
15,62,166
15,82,677
15,94,305
15,101,470
15,107,154
15,110,249
15,111,701
15,112,396
15,123,437
15,125,523
15,145,566
15,149,795
15,150,368
15,157,83
15,161,364
15,162,506
15,163,47
15,164,562
15,165,241
15,170,336
15,175,407
15,176,594
15,180,296
15,185,178
15,196,105
15,214,113
15,215,713
15,223,547
15,231,584
15,232,427
15,233,541
15,235,457
15,237,402
15,246,638
15,247,20
15,252,11
15,253,12
15,260,604
15,288,104
15,293,776
15,296,775
15,300,545
15,306,617
15,307,425
15,308,451
15,316,266
15,318,86
15,322,299
15,335,105
15,339,399
15,342,395
15,344,142
15,349,216
15,353,373
15,357,521
15,364,479
15,367,190
15,370,531
15,371,94
15,372,327
15,373,502
15,377,528
15,380,573
15,382,542
15,431,501
15,434,298
15,440,309
15,441,578
15,454,224
15,457,627
15,466,238
15,471,307
15,474,224
15,480,246
15,481,237
15,494,543
15,500,233
15,509,19
15,520,491
15,524,248
15,527,484
15,535,346
15,539,152
15,541,685
15,543,201
15,549,774
15,551,193
15,555,551
15,556,523
15,562,356
15,574,292
15,586,195
15,589,595
15,590,263
15,592,551
15,593,686
15,594,332
15,597,382
15,608,687
15,610,305
15,628,248
15,648,541
15,663,153
15,665,314
15,674,237
15,680,63
15,708,385
15,720,281
15,724,181
15,733,572
15,745,262
15,748,349
15,750,519
15,762,118
15,778,489
15,780,245
15,784,371
15,785,364
15,799,310
15,800,632
15,803,642
15,804,571
15,836,78
15,851,455
15,858,719
15,866,594
15,899,763
15,903,755
15,904,659
15,908,712
15,909,501
15,910,217
15,911,514
15,912,763
15,913,596
15,919,259
15,920,530
15,923,758
15,924,604
15,926,354
15,953,238
15,994,455
15,1020,130
15,1035,103
15,1036,491
15,1041,694
15,1047,359
15,1060,476
15,1073,295
15,1079,445
15,1084,230
15,1088,20
15,1089,546
15,1092,381
15,1093,113
15,1094,480
15,1095,521
15,1097,487
15,1100,343
15,1101,238
15,1127,454
15,1131,377
15,1136,294
15,1147,549
15,1148,360
15,1171,586
15,1173,235
15,1176,449
15,1178,221
15,1179,545
15,1183,106
15,1186,634
15,1189,465
15,1193,684
15,1196,773
15,1198,591
15,1200,430
15,1201,500
15,1203,518
15,1204,162
15,1206,736
15,1207,229
15,1208,626
15,1209,689
15,1210,772
15,1212,237
15,1213,235
15,1214,558
15,1217,96
15,1218,552
15,1219,334
15,1221,668
15,1222,489
15,1223,565
15,1225,441
15,1228,428
15,1230,313
15,1231,470
15,1233,364
15,1234,500
15,1235,427
15,1240,258
15,1243,111
15,1244,649
15,1247,721
15,1248,397
15,1249,329
15,1250,565
15,1251,268
15,1252,647
15,1254,458
15,1258,479
15,1259,210
15,1260,307
15,1263,538
15,1264,398
15,1265,560
15,1266,422
15,1267,763
15,1270,665
15,1272,588
15,1276,247
15,1280,239
15,1283,307
15,1284,349
15,1287,101
15,1288,594
15,1289,567
15,1290,343
15,1291,516
15,1293,598
15,1297,461
15,1302,291
15,1303,78
15,1304,254
15,1307,766
15,1320,336
15,1333,156
15,1334,161
15,1339,146
15,1342,192
15,1356,76
15,1361,564
15,1370,290
15,1377,229
15,1380,219
15,1385,379
15,1387,417
15,1393,491
15,1394,469
15,1396,556
15,1405,234
15,1407,744
15,1449,525
15,1464,508
15,1466,550
15,1476,324
15,1483,240
15,1484,270
15,1485,320
15,1500,219
15,1513,102
15,1517,222
15,1529,318
15,1546,492
15,1556,294
15,1569,522
15,1573,432
15,1580,475
15,1584,511
15,1589,41
15,1597,184
15,1610,389
15,1615,303
15,1616,246
15,1617,727
15,1625,455
15,1635,422
15,1639,496
15,1645,308
15,1649,22
15,1653,285
15,1663,289
15,1673,324
15,1676,536
15,1680,275
15,1682,136
15,1689,641
15,1694,322
15,1704,525
15,1717,423
15,1719,505
15,1722,568
15,1732,440
15,1747,404
15,1748,434
15,1752,441
15,1754,425
15,1777,50
15,1784,251
15,1792,260
15,1805,251
15,1810,269
15,1816,392
15,1827,494
15,1831,174
15,1834,421
15,1836,169
15,1845,502
15,1859,789
15,1860,572
15,1862,173
15,1876,76
15,1883,549
15,1889,260
15,1895,350
15,1904,539
15,1909,126
15,1912,761
15,1914,580
15,1917,1
15,1921,402
15,1923,692
15,1945,432
15,1950,283
15,1952,339
15,1953,258
15,1954,324
15,1955,637
15,1956,476
15,1961,567
15,1962,398
15,1964,348
15,1968,547
15,1994,214
15,1997,767
15,2000,359
15,2003,209
15,2005,449
15,2006,489
15,2010,201
15,2011,361
15,2018,77
15,2019,693
15,2020,319
15,2025,166
15,2028,261
15,2041,148
15,2054,59
15,2058,297
15,2060,194
15,2064,655
15,2076,339
15,2100,80
15,2105,482
15,2108,778
15,2115,489
15,2124,178
15,2133,506
15,2134,445
15,2140,360
15,2145,146
15,2150,295
15,2160,318
15,2161,332
15,2167,243
15,2174,590
15,2186,252
15,2194,553
15,2231,341
15,2232,558
15,2243,776
15,2248,410
15,2269,244
15,2273,223
15,2278,347
15,2288,384
15,2289,546
15,2291,309
15,2294,53
15,2302,425
15,2303,390
15,2311,41
15,2313,449
15,2318,681
15,2321,533
15,2324,86
15,2333,275
15,2334,386
15,2336,176
15,2340,50
15,2355,52
15,2357,332
15,2360,127
15,2366,242
15,2371,522
15,2378,242
15,2387,509
15,2391,251
15,2395,794
15,2396,89
15,2405,301
15,2406,592
15,2407,357
15,2413,694
15,2427,309
15,2439,66
15,2447,394
15,2455,445
15,2478,414
15,2501,310
15,2502,614
15,2528,126
15,2539,267
15,2560,232
15,2571,771
15,2572,615
15,2575,246
15,2579,278
15,2580,352
15,2594,435
15,2599,289
15,2600,281
15,2624,302
15,2628,275
15,2640,591
15,2648,274
15,2657,193
15,2671,406
15,2686,377
15,2692,210
15,2699,286
15,2700,344
15,2706,358
15,2707,345
15,2712,510
15,2716,406
15,2717,407
15,2722,14
15,2726,221
15,2729,334
15,2761,101
15,2769,131
15,2770,402
15,2791,424
15,2795,461
15,2797,558
15,2819,387
15,2841,100
15,2858,592
15,2871,542
15,2890,439
15,2905,472
15,2912,596
15,2916,411
15,2918,584
15,2925,469
15,2947,702
15,2949,583
15,2959,745
15,2973,515
15,2976,159
15,2983,462
15,2985,335
15,2987,584
15,2990,509
15,2993,585
15,2997,689
15,3000,462
15,3006,780
15,3007,336
15,3008,165
15,3010,562
15,3019,275
15,3020,364
15,3030,444
15,3033,537
15,3039,461
15,3044,238
15,3052,289
15,3060,405
15,3077,203
15,3082,307
15,3083,693
15,3089,237
15,3101,443
15,3104,442
15,3107,319
15,3108,415
15,3113,22
15,3128,504
15,3129,475
15,3150,319
15,3152,280
15,3160,342
15,3168,385
15,3173,254
15,3175,571
15,3176,138
15,3182,2
15,3185,159
15,3210,613
15,3219,142
15,3246,544
15,3250,73
15,3253,363
15,3255,106
15,3256,142
15,3261,443
15,3265,549
15,3266,703
15,3267,287
15,3272,46
15,3285,18
15,3286,216
15,3298,456
15,3300,791
15,3301,401
15,3307,234
15,3317,637
15,3318,321
15,3320,736
15,3328,413
15,3358,330
15,3361,301
15,3362,488
15,3386,385
15,3408,159
15,3409,561
15,3429,307
15,3435,216
15,3448,394
15,3461,261
15,3471,442
15,3476,792
15,3477,254
15,3481,748
15,3489,47
15,3499,322
15,3504,593
15,3505,575
15,3510,192
15,3512,293
15,3527,325
15,3536,504
15,3543,172
15,3552,123
15,3556,262
15,3566,377
15,3569,458
15,3571,587
15,3577,535
15,3578,45
15,3598,305
15,3617,429
15,3618,147
15,3624,175
15,3626,282
15,3633,483
15,3634,68
15,3635,525
15,3638,447
15,3639,185
15,3671,42
15,3683,405
15,3707,737
15,3728,543
15,3730,790
15,3735,79
15,3742,331
15,3747,91
15,3763,112
15,3783,10
15,3785,493
15,3786,126
15,3787,248
15,3788,227
15,3793,170
15,3794,484
15,3798,140
15,3800,119
15,3801,296
15,3823,69
15,3827,216
15,3852,337
15,3854,210
15,3861,354
15,3863,151
15,3868,571
15,3882,433
15,3896,287
15,3897,298
15,3910,176
15,3911,16
15,3915,793
15,3943,260
15,3948,698
15,3949,753
15,3952,480
15,3968,253
15,3977,202
15,3983,770
15,3984,553
15,3987,586
15,3989,336
15,3994,514
15,3996,640
15,3999,358
15,4005,558
15,4006,331
15,4007,502
15,4010,167
15,4014,46
15,4015,740
15,4017,513
15,4019,73
15,4020,383
15,4021,300
15,4022,358
15,4023,194
15,4027,289
15,4029,596
15,4030,138
15,4033,558
15,4034,518
15,4037,364
15,4056,630
15,4066,404
15,4079,459
15,4085,345
15,4121,336
15,4144,405
15,4158,95
15,4161,318
15,4168,258
15,4210,663
15,4226,640
15,4232,267
15,4235,468
15,4238,202
15,4246,76
15,4262,245
15,4271,411
15,4299,281
15,4302,702
15,4308,192
15,4310,383
15,4321,181
15,4322,588
15,4344,119
15,4351,376
15,4361,706
15,4369,274
15,4372,242
15,4378,225
15,4380,96
15,4381,163
15,4383,312
15,4388,222
15,4410,287
15,4446,514
15,4450,128
15,4451,361
15,4489,746
15,4546,207
15,4571,363
15,4621,286
15,4623,547
15,4641,368
15,4643,205
15,4658,22
15,4675,179
15,4678,443
15,4679,391
15,4700,10
15,4701,282
15,4713,586
15,4718,460
15,4719,195
15,4720,63
15,4723,488
15,4727,357
15,4728,401
15,4731,642
15,4738,484
15,4776,366
15,4816,267
15,4823,248
15,4844,135
15,4848,98
15,4873,667
15,4878,575
15,4886,729
15,4888,329
15,4890,335
15,4901,526
15,4902,2
15,4903,770
15,4914,582
15,4963,403
15,4973,16
15,4974,95
15,4979,746
15,4993,738
15,5000,508
15,5008,518
15,5010,727
15,5013,68
15,5026,166
15,5066,218
15,5071,699
15,5075,565
15,5120,298
15,5135,418
15,5170,190
15,5220,340
15,5222,152
15,5269,642
15,5283,292
15,5291,521
15,5293,334
15,5298,238
15,5308,250
15,5319,401
15,5339,516
15,5346,404
15,5364,237
15,5377,518
15,5378,356
15,5388,49
15,5391,352
15,5400,283
15,5410,75
15,5418,150
15,5445,660
15,5449,26
15,5477,702
15,5478,48
15,5481,179
15,5500,496
15,5504,139
15,5508,248
15,5515,525
15,5541,239
15,5553,1
15,5568,216
15,5577,264
15,5617,401
15,5650,231
15,5662,547
15,5669,509
15,5673,578
15,5679,546
15,5791,68
15,5792,406
15,5809,219
15,5872,385
15,5893,778
15,5902,422
15,5903,192
15,5952,684
15,5956,314
15,5957,748
15,5959,242
15,5968,202
15,5989,249
15,5995,534
15,6016,135
15,6025,263
15,6037,333
15,6059,199
15,6188,475
15,6203,314
15,6271,540
15,6299,297
15,6303,216
15,6327,484
15,6331,290
15,6333,347
15,6373,172
15,6378,325
15,6380,378
15,6433,265
15,6440,498
15,6442,440
15,6464,277
15,6502,482
15,6503,338
15,6534,63
15,6537,314
15,6539,532
15,6586,388
15,6641,465
15,6650,546
15,6708,100
15,6711,454
15,6783,193
15,6787,663
15,6816,467
15,6820,388
15,6863,114
15,6867,408
15,6870,520
15,6879,329
15,6932,726
15,6942,309
15,6944,422
15,6953,153
15,6957,572
15,6961,251
15,6975,592
15,6978,211
15,6979,323
15,6989,310
15,7003,170
15,7004,381
15,7008,533
15,7010,512
15,7028,443
15,7034,787
15,7090,256
15,7123,443
15,7132,260
15,7143,130
15,7156,207
15,7265,568
15,7317,313
15,7323,178
15,7346,259
15,7348,94
15,7361,626
15,7451,459
15,7484,520
15,7560,557
15,7569,575
15,7573,268
15,7698,240
15,7792,390
15,7925,251
15,8011,5
15,8264,458
15,8360,265
15,8361,537
15,8366,343
15,8376,349
15,8464,368
15,8581,343
15,8582,482
15,8622,598
15,8623,277
15,8636,323
15,8638,480
15,8641,241
15,8645,109
15,8665,472
15,8784,138
15,8798,332
15,8807,329
15,8874,282
15,8910,285
15,8914,793
15,8917,435
15,8930,236
15,8949,619
15,8950,155
15,8957,275
15,8958,507
15,8961,142
15,8970,12
15,8972,521
15,8974,352
15,8984,76
15,26131,731
15,26152,478
15,26587,621
15,26729,627
15,26810,61
15,27020,264
15,27478,375
15,27660,559
15,27846,537
15,27904,389
15,30749,83
15,31696,446
15,32587,464
15,33154,429
15,33166,452
15,33493,654
15,33679,434
15,33794,753
15,34542,446
15,35836,209
15,35957,359
15,37386,123
15,37729,89
15,37741,378
15,38061,671
15,39292,650
15,40583,141
15,41997,390
15,42718,788
15,44191,285
15,44195,99
15,44199,477
15,44597,306
15,44788,452
15,45186,376
15,45499,308
15,45666,461
15,45722,76
15,45950,365
15,46723,66
15,46970,176
15,46972,460
15,46976,501
15,47999,353
15,48385,407
15,48516,250
15,48774,511
15,48780,410
15,49272,517
15,49278,324
15,49286,280
15,50851,592
15,50872,553
15,51080,706
15,51540,651
15,51662,198
15,52604,102
15,52973,497
15,53322,458
15,53894,381
15,53972,258
15,53996,581
15,54001,5
15,54286,337
15,54372,778
15,54503,488
15,54881,605
15,55276,581
15,55442,301
15,55765,180
15,55820,14
15,55830,210
15,56367,116
15,56563,467
15,56775,371
15,57640,419
15,58559,609
15,59126,537
15,59315,787
15,59369,337
15,59519,582
15,59784,505
15,60040,231
15,60069,792
15,60295,545
15,60684,511
15,60766,588
15,61132,153
15,61394,75
15,62374,473
15,62434,525
15,62511,671
15,63113,416
15,63131,192
15,63859,359
15,64620,73
15,65642,621
15,66097,244
15,66665,383
15,67665,418
15,67997,542
15,68157,290
15,68159,546
15,68237,538
15,68319,50
15,68358,609
15,68791,456
15,68793,348
15,68954,89
15,69306,136
15,69481,786
15,69524,505
15,69526,359
15,70286,704
15,70293,587
15,70336,633
15,70697,203
15,70862,391
15,71211,530
15,71282,261
15,71462,368
15,71464,187
15,71838,162
15,72011,258
15,72998,490
15,73344,405
15,74649,553
15,76077,23
15,76093,507
15,76251,284
15,76293,266
15,76738,221
15,77364,333
15,77455,541
15,78209,347
15,78469,231
15,78499,104
15,78574,683
15,79057,269
15,79132,687
15,79185,223
15,79242,263
15,80185,354
15,80463,69
15,80489,463
15,80862,210
15,80906,532
15,81158,310
15,81191,309
15,81229,564
15,81782,259
15,81834,22
15,81845,320
15,81932,301
15,82461,323
15,83293,558
15,83827,595
15,84152,330
15,84374,360
15,84392,226
15,85414,430
15,85774,591
15,86781,652
15,86833,509
15,86882,280
15,86898,493
15,87222,448
15,87520,757
15,87869,298
15,87930,174
15,88125,213
15,88129,206
15,88163,472
15,88744,701
15,89337,211
15,89492,786
15,89745,371
15,90249,468
15,90266,381
15,90428,773
15,90531,451
15,90600,463
15,90603,335
15,90647,242
15,91529,265
15,91535,163
15,91630,205
15,91653,695
15,91658,448
15,91842,336
15,91869,252
15,92507,351
15,93510,296
15,93721,147
15,93831,287
15,93840,545
15,94677,452
15,94777,243
15,95510,403
15,96079,370
15,96150,52
15,96488,414
15,96667,282
15,96737,383
15,97304,266
15,97393,543
15,97866,460
15,97913,288
15,97923,201
15,97938,361
15,98961,393
15,99112,505
15,99468,313
15,99811,536
15,100032,74
15,100365,214
15,100517,300
15,100556,447
15,100714,369
15,101076,318
15,101362,276
15,101864,495
15,102125,141
15,102445,355
15,102800,270
15,103042,239
15,103228,739
15,104211,446
15,104272,291
15,104726,241
15,104841,559
15,104879,441
15,105504,432
15,106072,103
15,106332,424
15,106489,64
15,106782,419
