InstrumentID,Currency,Ignore,Expired
7153,USD,False,False
7361,CHF,False,False
8622,EUR,False,False
8636,EUR,False,False
27369,EUR,False,False
44191,USD,False,False
48783,CHF,True,False
50068,EUR,False,False
58559,USD,False,False
84236,CHF,False,False
34,EUR,False,False
112,CHF,False,False
141,USD,False,False
173,USD,False,False
260,GBP,False,False
289,USD,False,False
329,EUR,False,False
380,CHF,False,False
431,USD,False,False
434,EUR,False,False
440,CHF,False,False
442,USD,False,False
464,USD,True,False
541,USD,False,False
594,CHF,False,False
596,EUR,False,False
610,USD,False,False
858,CHF,False,False
903,EUR,False,False
910,CHF,False,False
913,EUR,False,False
919,USD,False,False
1011,GBP,False,False
1016,CHF,False,False
1022,USD,False,False
1028,USD,False,False
1030,EUR,False,False
1031,EUR,False,False
1032,USD,False,False
1033,CHF,False,False
1036,CHF,False,False
1073,CHF,False,False
1079,USD,False,False
1089,USD,False,False
1097,USD,False,False
1125,USD,False,False
1127,CHF,False,False
1136,USD,False,False
1194,USD,False,False
1196,CHF,False,False
1198,CHF,False,False
1200,CHF,False,False
1206,EUR,False,False
1208,USD,False,False
1213,CHF,False,False
1214,CHF,False,False
1219,CHF,False,False
1220,CHF,False,False
1222,USD,False,False
1225,CHF,False,False
1230,EUR,False,False
1240,GBP,False,False
1243,CHF,False,False
1257,USD,False,False
1258,USD,False,False
1259,CHF,False,False
1265,CHF,False,False
1270,GBP,False,False
1278,USD,False,False
1282,USD,False,False
1285,USD,False,False
1288,GBP,False,False
1291,USD,False,False
1298,USD,False,False
1307,GBP,False,False
1332,USD,False,False
1334,GBP,False,False
1344,USD,False,False
1356,CHF,False,False
1372,USD,False,False
1374,USD,False,False
1376,CHF,False,False
1377,CHF,False,False
1380,USD,False,False
1387,EUR,False,False
1388,EUR,False,False
1396,CHF,False,False
1544,CHF,False,False
1663,USD,False,False
1674,CHF,False,False
1858,CHF,False,False
1917,CHF,False,False
1918,CHF,False,False
1954,USD,False,False
1961,USD,False,False
1967,CHF,False,False
1968,EUR,False,False
1994,CHF,False,False
2000,EUR,False,False
2002,CHF,False,False
2003,USD,False,False
2005,USD,False,False
2014,USD,False,False
2018,EUR,False,False
2020,USD,False,False
2021,CHF,False,False
2033,EUR,False,False
2034,USD,False,False
2046,USD,False,False
2054,CHF,False,False
2064,USD,False,False
2078,CHF,False,False
2080,CHF,False,False
2081,USD,False,False
2085,USD,False,False
2086,USD,True,False
2087,CHF,False,False
2091,CHF,True,True
2094,USD,False,False
2096,USD,False,False
2100,CHF,False,False
2102,USD,False,False
2109,CHF,False,False
2110,GBP,False,False
2114,CHF,False,False
2115,USD,False,False
2124,CHF,False,False
2140,CHF,False,False
2141,USD,False,False
2143,USD,False,False
2144,CHF,False,False
2161,CHF,False,False
2174,CHF,False,False
2194,GBP,False,False
2248,USD,False,False
2263,CHF,False,False
2268,EUR,False,False
2289,USD,False,False
2348,EUR,True,False
2371,CHF,False,False
2403,EUR,False,False
2406,USD,False,False
2409,CHF,False,False
2454,USD,False,False
2467,USD,False,False
2551,EUR,False,False
2628,CHF,False,False
2640,EUR,False,False
2659,CHF,True,False
2683,CHF,False,False
2699,EUR,False,False
2723,USD,False,False
2734,CHF,False,False
2788,GBP,False,False
2791,EUR,False,False
2795,EUR,False,False
2797,USD,False,False
2804,EUR,False,False
2822,CHF,True,False
2867,CHF,True,False
2872,CHF,False,False
2877,EUR,False,False
2902,GBP,True,False
2916,CHF,False,False
2918,CHF,False,False
2968,CHF,False,False
2986,EUR,False,False
2987,USD,False,False
2991,CHF,False,False
3016,EUR,False,False
3034,USD,False,False
3039,EUR,False,False
3040,USD,False,True
3060,USD,False,False
3071,USD,False,False
3101,USD,False,False
3104,CHF,False,False
3108,CHF,False,False
3169,USD,False,False
3208,USD,True,False
3210,USD,False,False
3251,USD,True,True
3255,CHF,False,False
3263,EUR,False,False
3265,USD,True,True
4006,EUR,True,True
3,GBP,False,False
104,CHF,False,False
231,CHF,False,False
277,CHF,False,False
344,USD,False,False
597,CHF,False,False
788,CHF,False,False
1035,EUR,False,False
1193,EUR,False,False
1221,CHF,False,False
1247,CHF,False,False
1393,EUR,False,False
1485,CHF,False,False
1682,USD,False,False
1777,EUR,False,False
1784,EUR,False,False
1923,CHF,False,False
1997,CHF,False,False
2273,USD,False,False
2355,GBP,False,False
2424,USD,False,False
2502,CHF,False,False
2706,USD,False,False
2770,CHF,False,False
2997,USD,False,False
3114,EUR,False,False
3176,CHF,False,False
3408,USD,False,False
3753,USD,False,False
3897,USD,False,False
3948,EUR,False,False
4014,USD,False,False
4018,USD,False,False
4022,USD,False,False
4025,USD,False,False
4306,CHF,False,False
4308,GBP,False,False
4447,USD,False,False
4718,CHF,False,False
4963,USD,False,False
4995,EUR,False,False
5266,USD,False,False
5299,CHF,False,False
5464,GBP,False,False
5679,USD,False,False
5816,EUR,False,False
5995,CHF,False,False
6218,CHF,False,False
6373,CHF,False,False
6502,USD,False,False
6711,EUR,False,False
6942,EUR,False,False
8376,USD,False,False
8464,CHF,False,False
8644,EUR,False,False
30707,USD,False,False
30749,USD,False,False
30793,CHF,False,False
33166,USD,False,False
33679,CHF,False,False
34162,USD,False,False
35836,CHF,False,False
40819,CHF,False,False
41566,CHF,False,False
41569,EUR,False,False
48385,USD,False,False
111,CHF,False,False
158,CHF,False,False
293,USD,False,False
1204,EUR,False,False
1250,EUR,False,False
1276,EUR,False,False
1358,EUR,False,False
1639,USD,False,False
1687,USD,False,False
1747,CHF,False,False
1909,CHF,False,False
2001,USD,False,False
2019,USD,False,False
2072,EUR,False,False
2528,USD,False,False
2529,USD,False,False
2657,CHF,False,False
2692,CHF,False,False
2761,USD,False,False
2890,GBP,False,False
3300,CHF,False,False
5952,USD,False,False
7090,CHF,False,False
8368,CHF,False,False
8784,USD,False,False
8874,CHF,False,False
1,CHF,False,False
21,CHF,False,False
40,USD,True,False
151,USD,False,False
198,USD,False,False
207,CHF,False,False
316,CHF,False,False
333,CHF,False,False
345,USD,False,False
534,EUR,False,False
671,USD,False,False
708,CHF,False,False
724,CHF,False,False
745,USD,False,False
780,USD,False,False
786,CHF,False,False
924,EUR,False,False
1080,CHF,False,False
1148,EUR,False,False
1223,USD,False,False
1231,USD,False,False
1242,USD,False,False
1275,USD,False,False
1302,USD,False,False
1353,EUR,False,False
1373,EUR,False,False
1375,CHF,False,False
1394,USD,False,False
1405,USD,False,False
32,EUR,False,False
45,EUR,False,False
282,CHF,False,False
520,USD,False,False
524,CHF,False,False
543,USD,False,False
628,USD,False,False
805,USD,False,False
1500,CHF,False,False
1552,CHF,False,False
1617,USD,False,False
1625,GBP,False,False
1704,USD,False,False
1754,EUR,False,False
1876,USD,False,False
2139,USD,False,False
2302,EUR,False,False
2324,GBP,False,False
2329,USD,False,False
2353,GBP,False,False
2423,CHF,False,False
2571,EUR,False,False
3147,USD,False,False
3578,USD,False,False
3916,CHF,False,False
3996,CHF,False,False
4011,CHF,False,False
4019,USD,False,False
4034,USD,False,False
4226,CHF,False,False
4262,USD,False,False
4448,CHF,False,False
4886,GBP,False,False
4896,CHF,False,False
4973,USD,False,False
4993,EUR,False,False
5064,CHF,False,False
5378,CHF,False,False
5445,USD,False,False
5630,USD,False,False
5650,EUR,True,True
5989,USD,False,False
6378,CHF,False,False
6870,USD,False,False
6874,USD,False,False
6879,USD,False,True
7143,USD,False,False
7438,USD,False,False
8533,EUR,False,False
8873,EUR,False,False
32587,CHF,False,False
33493,CHF,False,False
33794,USD,False,False
40583,USD,False,False
42007,EUR,False,False
43556,USD,False,False
43871,EUR,False,False
44004,USD,False,False
26,CHF,False,True
36,USD,False,False
608,USD,False,False
733,CHF,False,False
1059,EUR,False,False
1177,EUR,False,False
1357,EUR,False,False
1411,USD,False,False
1541,GBP,False,False
1584,USD,False,False
1680,EUR,False,False
2125,EUR,False,False
2249,USD,False,False
2278,CHF,False,False
2291,USD,False,False
2391,USD,False,False
2396,GBP,False,False
2427,CHF,False,False
2490,GBP,False,False
2501,CHF,False,False
2539,CHF,False,False
2857,USD,False,False
152,USD,True,True
735,CHF,False,False
1101,EUR,False,False
1423,USD,True,False
1459,EUR,False,False
1499,GBP,False,False
1611,USD,False,False
1690,EUR,False,False
1719,USD,False,False
1887,USD,True,True
2108,GBP,False,False
2344,GBP,True,False
2410,EUR,False,False
2826,USD,False,False
2827,USD,True,False
2840,USD,False,False
2881,USD,False,False
2907,GBP,False,True
2926,USD,False,False
2995,EUR,False,False
3005,EUR,False,False
3019,USD,False,False
126,USD,False,False
169,USD,True,False
785,CHF,False,False
923,EUR,False,False
1027,USD,False,False
1201,CHF,False,False
1408,CHF,False,False
2042,EUR,False,False
2596,USD,False,False
3424,CHF,False,False
6598,EUR,True,False
26614,CHF,False,False
48516,USD,False,False
51084,USD,True,False
58295,USD,False,False
71211,CHF,True,False
77455,GBP,False,False
79132,EUR,False,False
80489,GBP,False,False
80906,CHF,False,True
81158,CHF,True,False
81562,CHF,False,False
88129,EUR,False,False
91500,CHF,False,False
91529,USD,False,False
91548,EUR,False,False
96079,USD,False,False
96861,EUR,False,False
97938,CHF,False,False
104841,CHF,False,False
106487,USD,False,False
538,EUR,False,False
737,USD,True,True
1077,USD,False,False
1215,USD,False,False
1732,CHF,False,False
2259,CHF,False,True
2460,EUR,False,False
2668,GBP,True,False
3146,EUR,False,False
3179,EUR,True,True
3298,CHF,False,False
3474,USD,True,False
3770,USD,False,True
3773,EUR,True,True
3780,CHF,True,False
3793,USD,False,False
3794,CHF,True,True
3798,USD,False,False
3801,CHF,False,False
3809,EUR,False,False
3825,CHF,False,False
3827,USD,False,False
3829,EUR,False,True
3831,USD,False,True
3841,CHF,False,False
3861,EUR,False,False
3863,EUR,False,False
3864,USD,False,False
3865,EUR,True,False
3869,EUR,False,False
3871,USD,True,False
3873,CHF,False,False
3879,EUR,False,False
3885,GBP,True,True
3886,USD,False,False
6184,GBP,False,False
362,EUR,False,False
531,CHF,False,False
914,EUR,False,False
2572,GBP,False,False
2908,USD,False,False
3396,EUR,False,False
3624,EUR,False,False
4310,USD,False,False
4321,CHF,False,False
4878,USD,False,False
7502,EUR,False,False
54286,USD,False,False
64614,USD,False,False
69757,USD,False,False
78499,CHF,False,False
81834,EUR,False,False
88125,USD,False,False
93363,CHF,False,False
2038,USD,True,False
2394,USD,False,False
2720,CHF,False,False
2724,USD,False,False
2861,CHF,False,False
3157,EUR,False,False
3175,USD,False,False
3354,EUR,False,False
3623,CHF,False,False
3751,USD,False,False
3986,GBP,False,False
3988,EUR,False,False
2,CHF,False,False
5,USD,False,False
6,GBP,False,False
11,CHF,False,False
14,CHF,False,False
16,GBP,False,False
22,USD,False,False
25,EUR,False,False
44,USD,False,False
82,CHF,False,False
94,USD,False,False
101,USD,False,False
107,EUR,False,False
123,CHF,False,True
125,CHF,False,False
145,USD,False,False
149,USD,False,True
157,CHF,False,True
162,GBP,False,False
163,GBP,False,False
164,USD,False,False
170,USD,False,False
175,USD,False,False
176,USD,False,False
180,USD,False,False
196,USD,False,False
214,USD,False,True
215,GBP,False,False
223,USD,False,False
232,EUR,False,False
233,CHF,False,False
237,CHF,False,False
246,CHF,False,False
252,USD,False,False
288,GBP,False,False
306,CHF,False,False
307,GBP,False,False
308,USD,False,False
322,CHF,False,False
335,CHF,False,False
342,CHF,False,False
353,USD,False,False
373,CHF,False,False
441,CHF,False,False
466,USD,False,False
471,CHF,False,False
481,USD,False,False
494,USD,False,False
535,CHF,False,False
549,GBP,False,False
555,GBP,False,False
556,CHF,False,False
562,CHF,False,False
574,USD,False,False
648,USD,False,False
663,GBP,False,False
665,USD,True,True
674,USD,False,False
680,USD,False,False
748,CHF,False,False
750,EUR,False,False
762,EUR,False,False
784,EUR,False,False
799,CHF,False,False
800,CHF,False,False
803,CHF,False,False
804,EUR,False,False
836,USD,False,False
851,CHF,True,False
899,EUR,False,False
904,CHF,False,False
908,EUR,False,False
909,EUR,False,False
911,USD,False,False
912,USD,False,False
920,CHF,False,False
926,CHF,False,False
953,USD,False,False
994,USD,False,False
1020,CHF,False,False
1041,GBP,False,False
1047,CHF,False,False
1060,USD,False,False
1084,USD,False,False
1088,USD,False,False
1092,USD,False,False
1093,USD,False,False
1094,USD,False,False
1095,EUR,False,False
1100,USD,False,False
1131,GBP,False,False
1147,GBP,False,False
1171,CHF,False,False
1173,GBP,False,False
1176,USD,False,False
1178,EUR,False,False
1179,GBP,False,False
1183,USD,False,False
1186,USD,False,False
1189,CHF,False,False
1203,CHF,False,False
1207,GBP,False,False
1209,CHF,False,False
1212,USD,False,False
1217,CHF,False,False
1218,USD,False,False
1228,CHF,False,False
1233,CHF,False,False
1234,USD,False,False
1244,USD,False,False
1248,GBP,False,False
1249,CHF,False,False
1251,EUR,False,False
1252,USD,False,False
1254,CHF,False,False
1260,GBP,False,False
1264,EUR,False,False
1266,GBP,False,False
1267,USD,False,False
1272,USD,False,False
1280,EUR,False,False
1283,USD,False,False
1284,USD,False,False
1289,USD,False,False
1290,USD,False,False
1297,EUR,False,False
1303,EUR,False,False
1304,CHF,False,False
1320,GBP,False,False
1333,USD,False,False
1342,CHF,False,False
1361,USD,False,False
1370,EUR,False,False
1385,USD,False,False
1407,CHF,False,False
1449,USD,False,False
1464,USD,False,False
1466,USD,False,False
1476,CHF,False,False
1483,CHF,False,False
1484,EUR,False,False
1513,USD,False,False
1517,CHF,False,False
1529,EUR,False,False
1546,EUR,False,False
1556,CHF,False,True
1569,USD,False,False
1573,EUR,False,False
1589,USD,False,False
1597,GBP,False,False
1610,CHF,False,False
1615,USD,True,False
1616,CHF,False,False
1635,USD,False,False
1645,USD,False,False
1649,USD,False,False
1653,EUR,False,False
1673,EUR,False,False
1676,EUR,False,False
1689,USD,False,False
1694,USD,False,False
1717,USD,False,False
1722,GBP,False,False
1748,GBP,False,False
1752,CHF,True,True
1792,GBP,False,False
1805,GBP,False,False
1810,EUR,False,False
1816,USD,True,True
1827,EUR,True,False
1831,CHF,False,False
1834,GBP,False,False
1836,EUR,True,False
1845,GBP,False,False
1859,USD,False,True
1860,CHF,False,False
1862,USD,True,True
1883,USD,False,False
1889,CHF,False,False
1895,CHF,False,False
1904,USD,False,True
1912,GBP,False,False
1914,EUR,False,False
1921,EUR,False,False
1945,CHF,False,False
1950,CHF,False,False
1952,CHF,False,False
1955,EUR,False,False
1956,CHF,False,False
1962,USD,False,False
1964,USD,False,False
2006,EUR,False,False
2010,USD,False,False
2011,USD,False,False
2025,EUR,False,False
2041,EUR,False,False
2058,CHF,False,False
2060,CHF,False,False
2076,CHF,False,False
2133,CHF,False,False
2134,USD,False,False
2145,EUR,False,False
2160,EUR,False,False
2167,USD,False,False
2186,USD,False,False
2231,EUR,False,False
2232,EUR,False,False
2243,EUR,False,False
2269,CHF,False,False
2288,EUR,False,False
2303,CHF,False,False
2311,USD,False,False
2313,USD,False,False
2321,EUR,False,False
2333,CHF,False,False
2334,CHF,False,False
2336,USD,False,False
2340,USD,False,False
2357,CHF,False,False
2360,EUR,True,True
2366,CHF,False,False
2378,CHF,False,False
2387,GBP,False,False
2395,CHF,False,False
2405,USD,False,False
2407,USD,False,False
2413,CHF,False,False
2439,USD,False,True
2447,EUR,False,False
2478,GBP,False,False
2560,CHF,False,False
2575,CHF,True,False
2579,GBP,True,True
2580,USD,False,False
2594,USD,False,False
2599,EUR,False,False
2600,EUR,False,False
2624,EUR,True,True
2648,USD,False,False
2671,CHF,False,False
2686,CHF,False,False
2700,USD,False,False
2707,USD,False,False
2712,EUR,False,False
2717,USD,False,False
2722,USD,False,False
2726,USD,False,False
2729,CHF,False,False
2769,CHF,True,False
2819,CHF,False,False
2871,USD,False,False
2905,EUR,False,True
2912,USD,False,False
2925,EUR,True,False
2947,EUR,False,False
2949,USD,False,False
2973,GBP,False,False
2976,USD,False,False
2983,USD,False,False
2985,USD,False,False
2990,EUR,False,False
2993,USD,False,False
3000,USD,False,False
3006,CHF,False,False
3007,USD,False,False
3008,USD,False,False
3010,GBP,True,False
3020,USD,False,False
3030,USD,False,False
3033,EUR,False,False
3044,USD,False,False
3052,EUR,False,False
3077,USD,False,True
3082,EUR,False,False
3083,USD,False,False
3089,GBP,False,False
3107,CHF,False,False
3113,CHF,False,False
3128,USD,False,True
3129,CHF,False,False
3150,CHF,True,True
3152,EUR,False,False
3160,CHF,False,False
3168,USD,False,False
3173,USD,False,False
3182,EUR,False,False
3185,EUR,False,False
3219,USD,False,False
3246,GBP,False,False
3250,USD,False,False
3253,CHF,False,False
3256,EUR,False,False
3261,EUR,False,False
3266,EUR,False,False
3267,USD,False,False
3272,CHF,True,False
3285,USD,False,False
3286,CHF,True,True
3301,USD,False,False
3307,CHF,False,False
3317,EUR,False,False
3318,EUR,False,True
3320,CHF,False,False
3328,USD,False,False
3358,CHF,False,False
3361,USD,False,False
3362,GBP,False,False
3386,EUR,False,False
3409,CHF,False,False
3429,EUR,False,True
3435,CHF,False,False
3448,CHF,False,False
3461,CHF,False,False
3471,USD,False,False
3476,CHF,False,False
3477,USD,False,False
3481,CHF,False,False
3489,CHF,False,False
3499,EUR,False,False
3504,CHF,False,False
3505,USD,False,False
3512,CHF,False,False
3527,CHF,False,False
3536,USD,False,False
3543,USD,False,False
3552,CHF,False,False
3556,USD,False,False
3566,EUR,False,False
3569,USD,True,True
3571,USD,False,False
3577,USD,True,True
3598,CHF,False,True
3617,EUR,False,False
3618,EUR,False,True
3626,EUR,False,False
3633,USD,False,False
3634,CHF,False,True
3635,CHF,False,False
3638,CHF,False,False
3639,USD,False,False
3683,GBP,False,False
3707,EUR,False,False
3728,USD,False,True
3730,USD,False,False
3735,USD,False,False
3742,CHF,False,False
3747,EUR,False,True
3763,USD,False,False
3783,USD,False,False
3785,CHF,False,False
3786,USD,True,True
3787,EUR,False,False
3788,CHF,False,False
3800,GBP,True,True
3823,CHF,True,True
3852,CHF,False,False
3854,EUR,False,True
3868,CHF,False,False
3882,CHF,False,False
3896,USD,True,False
3910,CHF,False,False
3911,CHF,False,False
3915,USD,False,False
3943,USD,True,False
3952,USD,False,False
3968,USD,False,False
3977,USD,False,False
3983,EUR,False,False
3984,USD,False,False
3987,EUR,True,False
3989,GBP,True,False
3994,EUR,False,False
3999,USD,False,False
4005,GBP,False,False
4007,CHF,False,False
4010,CHF,True,True
4015,USD,False,False
4017,CHF,False,False
4020,USD,False,False
4021,USD,True,False
4023,CHF,False,False
4027,USD,False,False
4029,CHF,False,False
4030,EUR,True,True
4033,EUR,False,False
4037,CHF,False,False
4056,CHF,False,False
4066,EUR,False,True
4079,USD,False,True
4085,USD,False,False
4121,GBP,False,False
4144,USD,False,True
4158,USD,False,False
4161,USD,False,False
4168,CHF,True,False
4210,USD,True,False
4232,CHF,False,False
4235,USD,False,False
4238,CHF,False,False
4246,USD,False,False
4271,USD,False,False
4299,USD,False,False
4302,USD,False,False
4322,GBP,False,False
4344,CHF,False,False
4351,CHF,False,False
4361,CHF,False,False
4369,GBP,False,False
4372,EUR,True,True
4378,USD,False,False
4380,GBP,False,True
4381,CHF,False,False
4383,EUR,False,True
4388,USD,False,False
4410,USD,True,False
4446,USD,False,False
4450,EUR,False,False
4451,USD,True,True
4489,CHF,False,False
4546,USD,False,False
4571,USD,False,False
4621,USD,False,False
4623,USD,False,False
4641,CHF,False,False
4643,USD,False,False
4658,EUR,True,False
4675,GBP,True,False
4678,EUR,False,False
4679,USD,False,True
4700,USD,False,False
4701,USD,False,False
4713,GBP,True,False
4719,USD,False,False
4720,EUR,False,False
4723,USD,True,False
4727,CHF,False,True
4728,CHF,False,True
4731,EUR,False,False
4738,USD,False,False
4776,CHF,False,False
4816,USD,False,False
4823,CHF,False,False
4844,CHF,False,False
4848,CHF,False,False
4873,CHF,False,False
4888,USD,False,False
4890,USD,False,False
4901,CHF,False,False
4902,USD,False,False
4903,CHF,True,True
4914,GBP,False,False
4974,EUR,False,False
4979,CHF,False,False
5000,USD,False,False
5008,EUR,True,True
5010,GBP,False,False
5013,USD,False,False
5026,USD,False,False
5066,USD,False,True
5071,CHF,False,False
5075,CHF,True,True
5120,EUR,True,True
5135,CHF,False,False
5170,GBP,True,True
5220,GBP,False,False
5222,USD,True,True
5269,CHF,True,True
5283,USD,True,False
5291,CHF,False,False
5293,USD,True,True
5298,USD,True,True
5308,EUR,False,False
5319,EUR,False,False
5339,GBP,True,False
5346,CHF,False,True
5364,CHF,False,False
5377,CHF,False,False
5388,CHF,False,False
5391,USD,False,False
5400,USD,False,False
5410,EUR,False,True
5418,CHF,False,False
5449,CHF,False,False
5477,GBP,False,True
5478,USD,True,True
5481,CHF,False,False
5500,USD,False,False
5504,USD,False,True
5508,EUR,False,False
5515,USD,False,False
5541,USD,False,False
5553,CHF,False,False
5568,USD,True,False
5577,USD,False,False
5617,EUR,False,False
5662,EUR,True,True
5673,CHF,False,False
5791,GBP,False,False
5792,USD,False,True
5809,GBP,False,False
5872,USD,False,False
5893,USD,False,False
5902,USD,False,False
5903,CHF,False,False
5956,CHF,False,False
5957,CHF,False,False
5959,GBP,False,True
5968,CHF,True,True
6016,GBP,False,False
6025,GBP,True,False
6037,EUR,False,False
6059,GBP,False,False
6188,CHF,False,False
6203,CHF,False,True
6271,CHF,False,True
6299,CHF,False,False
6303,USD,False,True
6327,USD,False,False
6331,USD,False,False
6333,EUR,False,False
6380,USD,False,False
6433,CHF,False,True
6440,CHF,False,False
6442,USD,False,True
6464,USD,True,False
6503,USD,False,False
6534,USD,False,False
6537,USD,False,False
6539,USD,False,False
6586,USD,False,False
6641,CHF,False,True
6650,USD,True,False
6708,EUR,False,False
6783,EUR,True,True
6787,GBP,False,False
6816,CHF,False,True
6820,CHF,False,False
6863,CHF,False,False
6867,USD,False,False
6932,USD,False,True
6944,EUR,True,True
6953,CHF,False,False
6957,EUR,False,False
6961,USD,True,True
6975,CHF,True,False
6978,USD,True,False
6979,CHF,False,False
6989,USD,False,False
7003,EUR,False,False
7004,CHF,False,False
7008,USD,False,False
7010,USD,True,False
7028,EUR,True,False
7034,USD,False,False
7123,USD,False,True
7132,CHF,False,False
7156,USD,False,False
7265,USD,True,False
7317,CHF,False,False
7323,CHF,False,False
7346,CHF,False,False
7348,USD,True,False
7451,CHF,False,False
7484,GBP,False,False
7560,CHF,False,True
7569,EUR,False,False
7573,CHF,False,True
7698,USD,False,False
7792,GBP,False,True
7925,USD,True,True
8011,GBP,True,False
8264,USD,True,False
8360,EUR,False,False
8361,USD,False,False
8366,USD,False,False
8581,EUR,False,False
8582,CHF,False,True
8623,GBP,False,False
8638,EUR,False,False
8641,CHF,False,False
8645,CHF,False,False
8665,USD,False,False
8798,USD,False,False
8807,EUR,False,False
8910,EUR,False,False
8914,CHF,False,False
8917,GBP,False,False
8930,CHF,True,True
8949,CHF,False,False
8950,EUR,False,False
8957,CHF,False,False
8958,USD,False,False
8961,CHF,False,False
8970,USD,False,False
8972,EUR,False,False
8974,CHF,False,False
8984,CHF,False,False
26131,CHF,False,False
26152,USD,False,True
26587,GBP,False,True
26729,CHF,False,False
26810,CHF,True,True
27020,GBP,False,True
27478,CHF,False,False
27660,CHF,False,False
27846,USD,False,False
27904,EUR,False,False
31696,USD,False,False
33154,USD,True,False
34542,GBP,False,False
35957,EUR,False,True
37386,USD,False,False
37729,CHF,False,False
37741,GBP,False,False
38061,EUR,False,False
39292,CHF,False,False
41997,USD,False,False
42718,CHF,False,False
44195,USD,False,False
44199,CHF,False,False
44597,CHF,False,False
44788,USD,False,True
45186,CHF,False,False
45499,GBP,False,False
45666,EUR,True,False
45722,EUR,False,False
45950,EUR,False,False
46723,USD,False,False
46970,EUR,False,False
46972,USD,False,False
46976,EUR,False,False
47999,GBP,False,False
48774,USD,False,False
48780,GBP,False,False
49272,EUR,False,False
49278,USD,False,False
49286,USD,False,False
50851,CHF,False,True
50872,CHF,False,False
51080,GBP,False,True
51540,GBP,False,False
51662,CHF,False,False
52604,USD,True,False
52973,CHF,False,False
53322,EUR,False,False
53894,USD,False,False
53972,CHF,False,False
53996,USD,False,False
54001,USD,False,False
54372,CHF,False,False
54503,USD,False,False
54881,EUR,True,True
55276,GBP,False,False
55442,CHF,False,False
55765,CHF,False,False
55820,USD,False,False
55830,USD,False,False
56367,USD,False,False
56563,CHF,True,False
56775,GBP,False,False
57640,CHF,False,False
59126,CHF,False,False
59315,CHF,False,False
59369,USD,False,False
59519,USD,False,True
59784,USD,False,False
60040,EUR,False,False
60069,USD,False,False
60295,GBP,True,False
60684,CHF,False,False
60766,CHF,True,True
61132,CHF,False,False
61394,GBP,False,False
62374,CHF,False,False
62434,GBP,False,False
62511,USD,False,False
63113,USD,False,False
63131,USD,False,False
63859,CHF,False,False
64620,USD,False,True
65642,CHF,False,True
66097,USD,False,False
66665,USD,False,True
67665,USD,False,True
67997,EUR,False,False
68157,CHF,False,False
68159,USD,True,False
68237,GBP,False,False
68319,CHF,False,False
68358,EUR,False,False
68791,USD,False,False
68793,EUR,True,True
68954,EUR,False,False
69306,USD,True,True
69481,CHF,False,False
69524,USD,False,False
69526,USD,True,False
70286,CHF,False,False
70293,GBP,False,True
70336,GBP,True,True
70697,CHF,False,True
70862,USD,False,False
71282,CHF,True,True
71462,GBP,False,False
71464,USD,False,False
71838,EUR,False,False
72011,USD,False,False
